vendor_code;title;title_avito;price;pack_massa;img1;img2;brand;color;color_name;length;width;count_in_pack;meters_in_pack;format;type;annotation;country;fat;factura_poverhnosti;osobennosti;for;iznosostoikost;poverhnost;decor;form
NR106;Керамогранит Primavera Antares White rock 60*60см 1,44м2;Керамогранит Primavera Antares White rock 60*60;3017;33000;https://cdn1.ozone.ru/s3/multimedia-2/6507634526.jpg;"https://cdn1.ozone.ru/s3/multimedia-q/6507634730.jpg
https://cdn1.ozone.ru/s3/multimedia-p/6507634405.jpg
https://cdn1.ozone.ru/s3/multimedia-o/6507634440.jpg
https://cdn1.ozone.ru/s3/multimedia-w/6507634556.jpg
https://cdn1.ozone.ru/s3/multimedia-0/6507634632.jpg
https://cdn1.ozone.ru/s3/multimedia-w/6507634592.jpg
https://cdn1.ozone.ru/s3/multimedia-v/6507634627.jpg
https://cdn1.ozone.ru/s3/multimedia-7/6507634747.jpg
https://cdn1.ozone.ru/s3/multimedia-y/6507634486.jpg
https://cdn1.ozone.ru/s3/multimedia-k/6507634688.jpg
https://cdn1.ozone.ru/s3/multimedia-u/6507634770.jpg";PRIMAVERA;белый;Белый;60;60;5;1,44;60 x 60;Керамогранит;"Керамогранит Primavera Antares White rock 60*60см 1,44м2
Общие свойства керамогранита:
Высокая твердость поверхности 
Класс износостойкости PEI IV - подходит для средних и высоких нагрузок 
Стойкость к истиранию: Низкое водопоглощение Высокая морозостойкость Высокая химическая стойкость к большинству кислот и щелочей Высокая прочность на изгиб Стойкость при перепадах температур Подходит для стен и для пола

Особенности: Керамогранит Primavera Antares White rock 60*60см 1,44м2

Подходит для всех типов жилых помещений. Глазурованное покрытие дает сложный и богатый с художественной точки зрения рисунок. Ректифицированный керамогранит можно укладывать с минимальными швами и создавать монолитные поверхности, он эффектно смотрится и прост в уходе. Матовая поверхность плиты без отражений и блеска.
Страна производства Россия";Россия;8;Матовая;Ректифицированная;"Для балкона;Для бани и сауны;Для ванной;Для гостиной;Для детской;Для душа;Для коридора/прихожей;Для кухни;Для офиса/кабинета;Для спальни";PEI 5 высокая интенсивная проходимость;Матовая;Под мрамор;Квадрат
NR105;Керамогранит Primavera Dalim Black 60*60см 1,44м2;Керамогранит Primavera Dalim Black 60*60;3017;33000;https://cdn1.ozone.ru/s3/multimedia-n/6507634727.jpg;"https://cdn1.ozone.ru/s3/multimedia-a/6507634390.jpg
https://cdn1.ozone.ru/s3/multimedia-l/6507634401.jpg
https://cdn1.ozone.ru/s3/multimedia-i/6507634650.jpg
https://cdn1.ozone.ru/s3/multimedia-h/6507634577.jpg
https://cdn1.ozone.ru/s3/multimedia-z/6507634739.jpg
https://cdn1.ozone.ru/s3/multimedia-l/6507634473.jpg
https://cdn1.ozone.ru/s3/multimedia-h/6507634433.jpg
https://cdn1.ozone.ru/s3/multimedia-a/6507634786.jpg
https://cdn1.ozone.ru/s3/multimedia-u/6507634518.jpg
https://cdn1.ozone.ru/s3/multimedia-l/6507634437.jpg
https://cdn1.ozone.ru/s3/multimedia-o/6507634728.jpg";PRIMAVERA;черный;Черный;60;60;5;1,44;60 x 60;Керамогранит;"Керамогранит Primavera Dalim Black 60*60см 1,44м2
Общие свойства керамогранита:
Высокая твердость поверхности 
Класс износостойкости PEI IV - подходит для средних и высоких нагрузок 
Стойкость к истиранию: Низкое водопоглощение Высокая морозостойкость Высокая химическая стойкость к большинству кислот и щелочей Высокая прочность на изгиб Стойкость при перепадах температур Подходит для стен и для пола

Особенности: Керамогранит Primavera Dalim Black 60*60см

Подходит для всех типов жилых помещений. Глазурованное покрытие дает сложный и богатый с художественной точки зрения рисунок. Ректифицированный керамогранит можно укладывать с минимальными швами и создавать монолитные поверхности, он эффектно смотрится и прост в уходе. Матовая поверхность плиты без отражений и блеска.
Страна производства Россия";Россия;8;Матовая;Ректифицированная;"Для балкона;Для бани и сауны;Для ванной;Для гостиной;Для детской;Для душа;Для коридора/прихожей;Для кухни;Для офиса/кабинета;Для спальни";PEI 5 высокая интенсивная проходимость;Матовая;Под мрамор;Квадрат
NR007;Керамогранит Primavera Antares Taupe rock 30*60см 1,44м2;Керамогранит Primavera Antares Taupe rock 30*60;2107;26000;https://cdn1.ozone.ru/s3/multimedia-f/6507634575.jpg;"https://cdn1.ozone.ru/s3/multimedia-h/6507634685.jpg
https://cdn1.ozone.ru/s3/multimedia-8/6507634388.jpg
https://cdn1.ozone.ru/s3/multimedia-u/6507634590.jpg
https://cdn1.ozone.ru/s3/multimedia-o/6507634512.jpg
https://cdn1.ozone.ru/s3/multimedia-0/6507634776.jpg
https://cdn1.ozone.ru/s3/multimedia-x/6507634737.jpg
https://cdn1.ozone.ru/s3/multimedia-n/6507634475.jpg
https://cdn1.ozone.ru/s3/multimedia-b/6507634427.jpg
https://cdn1.ozone.ru/s3/multimedia-2/6507634778.jpg
https://cdn1.ozone.ru/s3/multimedia-5/6507634457.jpg
https://cdn1.ozone.ru/s3/multimedia-1/6507634597.jpg";PRIMAVERA;коричневый;Коричневый;60;30;8;1,44;30 x 60;Керамогранит;"Керамогранит Primavera Antares Taupe rock 30*60см 1,44м2
Общие свойства керамогранита:
Высокая твердость поверхности 
Класс износостойкости PEI IV - подходит для средних и высоких нагрузок 
Стойкость к истиранию: Низкое водопоглощение Высокая морозостойкость Высокая химическая стойкость к большинству кислот и щелочей Высокая прочность на изгиб Стойкость при перепадах температур Подходит для стен и для пола

Особенности: Керамогранит Primavera Antares Taupe rock 30*60см

Подходит для всех типов жилых помещений. Глазурованное покрытие дает сложный и богатый с художественной точки зрения рисунок. Ректифицированный керамогранит можно укладывать с минимальными швами и создавать монолитные поверхности, он эффектно смотрится и прост в уходе. Матовая поверхность плиты без отражений и блеска.
Страна производства Россия";Россия;8;Матовая;Ректифицированная;"Для балкона;Для бани и сауны;Для ванной;Для гостиной;Для детской;Для душа;Для коридора/прихожей;Для кухни;Для офиса/кабинета;Для спальни";PEI 5 высокая интенсивная проходимость;Матовая;Под мрамор;Прямоугольник
NR005;Керамогранит Primavera Dalim Black 30*60см 1,44м2;Керамогранит Primavera Dalim Black 30*60;2107;26000;https://cdn1.ozone.ru/s3/multimedia-v/6507634411.jpg;"https://cdn1.ozone.ru/s3/multimedia-k/6507634760.jpg
https://cdn1.ozone.ru/s3/multimedia-q/6507634766.jpg
https://cdn1.ozone.ru/s3/multimedia-y/6507634450.jpg
https://cdn1.ozone.ru/s3/multimedia-b/6507634463.jpg
https://cdn1.ozone.ru/s3/multimedia-r/6507634731.jpg
https://cdn1.ozone.ru/s3/multimedia-v/6507634735.jpg
https://cdn1.ozone.ru/s3/multimedia-t/6507634373.jpg
https://cdn1.ozone.ru/s3/multimedia-c/6507634392.jpg
https://cdn1.ozone.ru/s3/multimedia-q/6507634694.jpg
https://cdn1.ozone.ru/s3/multimedia-b/6507634391.jpg
https://cdn1.ozone.ru/s3/multimedia-5/6507634601.jpg";PRIMAVERA;черный;Черный;60;30;8;1,44;30 x 60;Керамогранит;"Керамогранит Primavera Dalim Black 30*60см 1,44м2
Общие свойства керамогранита:
Высокая твердость поверхности 
Класс износостойкости PEI IV - подходит для средних и высоких нагрузок 
Стойкость к истиранию: Низкое водопоглощение Высокая морозостойкость Высокая химическая стойкость к большинству кислот и щелочей Высокая прочность на изгиб Стойкость при перепадах температур Подходит для стен и для пола

Особенности: Керамогранит Primavera Dalim Black 30*60см

Подходит для всех типов жилых помещений. Глазурованное покрытие дает сложный и богатый с художественной точки зрения рисунок. Ректифицированный керамогранит можно укладывать с минимальными швами и создавать монолитные поверхности, он эффектно смотрится и прост в уходе. Матовая поверхность плиты без отражений и блеска.
Страна производства Россия";Россия;8;Матовая;Ректифицированная;"Для балкона;Для бани и сауны;Для ванной;Для гостиной;Для детской;Для душа;Для коридора/прихожей;Для кухни;Для офиса/кабинета;Для спальни";PEI 5 высокая интенсивная проходимость;Матовая;Под мрамор;Прямоугольник
WD06;Керамогранит Branch Taupe 20*80см 1,44м2;Керамогранит Branch Taupe 20*80;2414;29000;https://cdn1.ozone.ru/s3/multimedia-t/6507634589.jpg;"https://cdn1.ozone.ru/s3/multimedia-8/6507634784.jpg
https://cdn1.ozone.ru/s3/multimedia-i/6507634506.jpg
https://cdn1.ozone.ru/s3/multimedia-e/6507634682.jpg
https://cdn1.ozone.ru/s3/multimedia-8/6507634676.jpg
https://cdn1.ozone.ru/s3/multimedia-n/6507634655.jpg
https://cdn1.ozone.ru/s3/multimedia-w/6507634664.jpg
https://cdn1.ozone.ru/s3/multimedia-y/6507634630.jpg
https://cdn1.ozone.ru/s3/multimedia-j/6507634471.jpg
https://cdn1.ozone.ru/s3/multimedia-n/6507634583.jpg";PRIMAVERA;бежевый;Бежевый;80;20;9;1,44;20 x 80;Керамогранит;"Керамогранит Primavera Branch Taupe 20*80см 1,44м2
Общие свойства керамогранита:
Высокая твердость поверхности 
Класс износостойкости PEI IV - подходит для средних и высоких нагрузок 
Стойкость к истиранию: Низкое водопоглощение Высокая морозостойкость Высокая химическая стойкость к большинству кислот и щелочей Высокая прочность на изгиб Стойкость при перепадах температур Подходит для стен и для пола

Особенности: Керамогранит Primavera Branch Taupe 20*80см

Подходит для всех типов жилых помещений. Глазурованное покрытие дает сложный и богатый с художественной точки зрения рисунок. Ректифицированный керамогранит можно укладывать с минимальными швами и создавать монолитные поверхности, он эффектно смотрится и прост в уходе. Матовая поверхность плиты без отражений и блеска.
Страна производства Россия";Россия;9;Матовая;Ректифицированная;"Для балкона;Для бани и сауны;Для ванной;Для гостиной;Для детской;Для душа;Для коридора/прихожей;Для кухни;Для офиса/кабинета;Для спальни";PEI 5 высокая интенсивная проходимость;Матовая;Под дерево;Прямоугольник
WD07;Керамогранит Branch Mink 20*80см 1,44м2;Керамогранит Branch Mink 20*80;2414;29000;https://cdn1.ozone.ru/s3/multimedia-5/6507634673.jpg;"https://cdn1.ozone.ru/s3/multimedia-d/6507634465.jpg
https://cdn1.ozone.ru/s3/multimedia-3/6507634383.jpg
https://cdn1.ozone.ru/s3/multimedia-t/6507634445.jpg
https://cdn1.ozone.ru/s3/multimedia-6/6507634710.jpg
https://cdn1.ozone.ru/s3/multimedia-4/6507634528.jpg
https://cdn1.ozone.ru/s3/multimedia-y/6507634738.jpg
https://cdn1.ozone.ru/s3/multimedia-n/6507634439.jpg
https://cdn1.ozone.ru/s3/multimedia-y/6507634702.jpg
https://cdn1.ozone.ru/s3/multimedia-4/6507634780.jpg";PRIMAVERA;серый;Серый;80;20;9;1,44;20 x 80;Керамогранит;"Керамогранит Primavera Branch Mink 20*80см 1,44м2
Общие свойства керамогранита:
Высокая твердость поверхности 
Класс износостойкости PEI IV - подходит для средних и высоких нагрузок 
Стойкость к истиранию: Низкое водопоглощение Высокая морозостойкость Высокая химическая стойкость к большинству кислот и щелочей Высокая прочность на изгиб Стойкость при перепадах температур Подходит для стен и для пола

Особенности: Керамогранит Primavera Branch Mink 20*80см

Подходит для всех типов жилых помещений. Глазурованное покрытие дает сложный и богатый с художественной точки зрения рисунок. Ректифицированный керамогранит можно укладывать с минимальными швами и создавать монолитные поверхности, он эффектно смотрится и прост в уходе. Матовая поверхность плиты без отражений и блеска.
Страна производства Россия";Россия;9;Матовая;Ректифицированная;"Для балкона;Для бани и сауны;Для ванной;Для гостиной;Для детской;Для душа;Для коридора/прихожей;Для кухни;Для офиса/кабинета;Для спальни";PEI 5 высокая интенсивная проходимость;Матовая;Под дерево;Прямоугольник
NR012;Керамогранит Primavera Alzirr Dark 30*60см 1,44м2;Керамогранит Primavera Alzirr Dark 30*60;2107;26000;https://cdn1.ozone.ru/s3/multimedia-s/6507634696.jpg;"https://cdn1.ozone.ru/s3/multimedia-9/6507634713.jpg
https://cdn1.ozone.ru/s3/multimedia-2/6507634562.jpg
https://cdn1.ozone.ru/s3/multimedia-x/6507634701.jpg
https://cdn1.ozone.ru/s3/multimedia-j/6507634795.jpg
https://cdn1.ozone.ru/s3/multimedia-m/6507634654.jpg";PRIMAVERA;серый;Серый;60;30;8;1,44;30 x 60;Керамогранит;"Керамогранит Primavera Alzirr Dark 30*60см 1,44м2
Общие свойства керамогранита:
Высокая твердость поверхности 
Класс износостойкости PEI IV - подходит для средних и высоких нагрузок 
Стойкость к истиранию: Низкое водопоглощение Высокая морозостойкость Высокая химическая стойкость к большинству кислот и щелочей Высокая прочность на изгиб Стойкость при перепадах температур Подходит для стен и для пола

Особенности: Керамогранит Primavera Alzirr Dark 30*60см

Подходит для всех типов жилых помещений. Глазурованное покрытие дает сложный и богатый с художественной точки зрения рисунок. Ректифицированный керамогранит можно укладывать с минимальными швами и создавать монолитные поверхности, он эффектно смотрится и прост в уходе. Матовая поверхность плиты без отражений и блеска.
Страна производства Россия";Россия;8;Матовая;Ректифицированная;"Для балкона;Для бани и сауны;Для ванной;Для гостиной;Для детской;Для душа;Для коридора/прихожей;Для кухни;Для офиса/кабинета;Для спальни";PEI 5 высокая интенсивная проходимость;Матовая;Под бетон;Прямоугольник
NR107;Керамогранит Primavera Antares Taupe rock 60*60см 1,44м2;Керамогранит Primavera Antares Taupe rock 60*60;3017;33000;https://cdn1.ozone.ru/s3/multimedia-j/6507634723.jpg;"https://cdn1.ozone.ru/s3/multimedia-y/6507634774.jpg
https://cdn1.ozone.ru/s3/multimedia-1/6507634669.jpg
https://cdn1.ozone.ru/s3/multimedia-9/6507634461.jpg
https://cdn1.ozone.ru/s3/multimedia-s/6507634588.jpg
https://cdn1.ozone.ru/s3/multimedia-s/6507634660.jpg
https://cdn1.ozone.ru/s3/multimedia-g/6507634720.jpg
https://cdn1.ozone.ru/s3/multimedia-s/6507634444.jpg
https://cdn1.ozone.ru/s3/multimedia-j/6507634651.jpg
https://cdn1.ozone.ru/s3/multimedia-j/6507634687.jpg
https://cdn1.ozone.ru/s3/multimedia-h/6507634757.jpg
https://cdn1.ozone.ru/s3/multimedia-v/6507634555.jpg";PRIMAVERA;коричневый;Коричневый;60;60;5;1,44;60 x 60;Керамогранит;"Керамогранит Primavera Antares Taupe rock 60*60см 1,44м2
Общие свойства керамогранита:
Высокая твердость поверхности 
Класс износостойкости PEI IV - подходит для средних и высоких нагрузок 
Стойкость к истиранию: Низкое водопоглощение Высокая морозостойкость Высокая химическая стойкость к большинству кислот и щелочей Высокая прочность на изгиб Стойкость при перепадах температур Подходит для стен и для пола

Особенности: Керамогранит Primavera Antares Taupe rock 60*60см

Подходит для всех типов жилых помещений. Глазурованное покрытие дает сложный и богатый с художественной точки зрения рисунок. Ректифицированный керамогранит можно укладывать с минимальными швами и создавать монолитные поверхности, он эффектно смотрится и прост в уходе. Матовая поверхность плиты без отражений и блеска.
Страна производства Россия";Россия;8;Матовая;Ректифицированная;"Для балкона;Для бани и сауны;Для ванной;Для гостиной;Для детской;Для душа;Для коридора/прихожей;Для кухни;Для офиса/кабинета;Для спальни";PEI 5 высокая интенсивная проходимость;Матовая;Под мрамор;Квадрат
NR111;Керамогранит Primavera Alzirr Light 60*60см 1,44м2;Керамогранит Primavera Alzirr Light 60*60;3017;33000;https://cdn1.ozone.ru/s3/multimedia-5/6507634745.jpg;"https://cdn1.ozone.ru/s3/multimedia-0/6507634380.jpg
https://cdn1.ozone.ru/s3/multimedia-2/6507634706.jpg
https://cdn1.ozone.ru/s3/multimedia-9/6507634677.jpg
https://cdn1.ozone.ru/s3/multimedia-x/6507634485.jpg
https://cdn1.ozone.ru/s3/multimedia-x/6507634449.jpg
https://cdn1.ozone.ru/s3/multimedia-i/6507634722.jpg
https://cdn1.ozone.ru/s3/multimedia-a/6507634642.jpg
https://cdn1.ozone.ru/s3/multimedia-r/6507634407.jpg
https://cdn1.ozone.ru/s3/multimedia-k/6507634400.jpg
https://cdn1.ozone.ru/s3/multimedia-c/6507634572.jpg
https://cdn1.ozone.ru/s3/multimedia-z/6507634451.jpg";PRIMAVERA;серый;Серый;60;60;5;1,44;60 x 60;Керамогранит;"Керамогранит Primavera Alzirr Light 60*60см 1,44м2
Общие свойства керамогранита:
Высокая твердость поверхности 
Класс износостойкости PEI IV - подходит для средних и высоких нагрузок 
Стойкость к истиранию: Низкое водопоглощение Высокая морозостойкость Высокая химическая стойкость к большинству кислот и щелочей Высокая прочность на изгиб Стойкость при перепадах температур Подходит для стен и для пола

Особенности: Керамогранит Primavera Alzirr Light 60*60см

Подходит для всех типов жилых помещений. Глазурованное покрытие дает сложный и богатый с художественной точки зрения рисунок. Ректифицированный керамогранит можно укладывать с минимальными швами и создавать монолитные поверхности, он эффектно смотрится и прост в уходе. Матовая поверхность плиты без отражений и блеска.
Страна производства Россия";Россия;8;Матовая;Ректифицированная;"Для балкона;Для бани и сауны;Для ванной;Для гостиной;Для детской;Для душа;Для коридора/прихожей;Для кухни;Для офиса/кабинета;Для спальни";PEI 5 высокая интенсивная проходимость;Матовая;Под бетон;Квадрат
NR010;Керамогранит Primavera Botein Dark orobico 30*60см 1,44м2;Керамогранит Primavera Botein Dark orobico 30*60;2107;26000;https://cdn1.ozone.ru/s3/multimedia-g/6507634576.jpg;"https://cdn1.ozone.ru/s3/multimedia-d/6507634429.jpg
https://cdn1.ozone.ru/s3/multimedia-4/6507634420.jpg
https://cdn1.ozone.ru/s3/multimedia-j/6507634759.jpg
https://cdn1.ozone.ru/s3/multimedia-b/6507634787.jpg
https://cdn1.ozone.ru/s3/multimedia-i/6507634686.jpg
https://cdn1.ozone.ru/s3/multimedia-s/6507634732.jpg
https://cdn1.ozone.ru/s3/multimedia-z/6507634523.jpg
https://cdn1.ozone.ru/s3/multimedia-a/6507634462.jpg
https://cdn1.ozone.ru/s3/multimedia-r/6507634695.jpg
https://cdn1.ozone.ru/s3/multimedia-u/6507634734.jpg
https://cdn1.ozone.ru/s3/multimedia-o/6507634692.jpg";PRIMAVERA;коричневый;Коричневый;60;30;8;1,44;30 x 60;Керамогранит;"Керамогранит Primavera Botein Dark orobico 30*60см 1,44м2
Общие свойства керамогранита:
Высокая твердость поверхности 
Класс износостойкости PEI IV - подходит для средних и высоких нагрузок 
Стойкость к истиранию: Низкое водопоглощение Высокая морозостойкость Высокая химическая стойкость к большинству кислот и щелочей Высокая прочность на изгиб Стойкость при перепадах температур Подходит для стен и для пола

Особенности: Керамогранит Primavera Botein Dark orobico 30*60см

Подходит для всех типов жилых помещений. Глазурованное покрытие дает сложный и богатый с художественной точки зрения рисунок. Ректифицированный керамогранит можно укладывать с минимальными швами и создавать монолитные поверхности, он эффектно смотрится и прост в уходе. Матовая поверхность плиты без отражений и блеска.
Страна производства Россия";Россия;8;Матовая;Ректифицированная;"Для балкона;Для бани и сауны;Для ванной;Для гостиной;Для детской;Для душа;Для коридора/прихожей;Для кухни;Для офиса/кабинета;Для спальни";PEI 5 высокая интенсивная проходимость;Матовая;Под мрамор;Прямоугольник
NR011;Керамогранит Primavera Alzirr Light 30*60см 1,44м2;Керамогранит Primavera Alzirr Light 30*60;2107;26000;https://cdn1.ozone.ru/s3/multimedia-a/6507634714.jpg;"https://cdn1.ozone.ru/s3/multimedia-q/6507634586.jpg
https://cdn1.ozone.ru/s3/multimedia-4/6507634744.jpg
https://cdn1.ozone.ru/s3/multimedia-1/6507634489.jpg
https://cdn1.ozone.ru/s3/multimedia-v/6507634375.jpg
https://cdn1.ozone.ru/s3/multimedia-t/6507634733.jpg
https://cdn1.ozone.ru/s3/multimedia-q/6507634658.jpg
https://cdn1.ozone.ru/s3/multimedia-a/6507634534.jpg
https://cdn1.ozone.ru/s3/multimedia-z/6507634703.jpg
https://cdn1.ozone.ru/s3/multimedia-w/6507634700.jpg
https://cdn1.ozone.ru/s3/multimedia-x/6507634521.jpg
https://cdn1.ozone.ru/s3/multimedia-p/6507634585.jpg";PRIMAVERA;серый;Серый;60;30;8;1,44;30 x 60;Керамогранит;"Керамогранит Primavera Alzirr Light 30*60см 1,44м2
Общие свойства керамогранита:
Высокая твердость поверхности 
Класс износостойкости PEI IV - подходит для средних и высоких нагрузок 
Стойкость к истиранию: Низкое водопоглощение Высокая морозостойкость Высокая химическая стойкость к большинству кислот и щелочей Высокая прочность на изгиб Стойкость при перепадах температур Подходит для стен и для пола

Особенности: Керамогранит Primavera Alzirr Light 30*60см

Подходит для всех типов жилых помещений. Глазурованное покрытие дает сложный и богатый с художественной точки зрения рисунок. Ректифицированный керамогранит можно укладывать с минимальными швами и создавать монолитные поверхности, он эффектно смотрится и прост в уходе. Матовая поверхность плиты без отражений и блеска.
Страна производства Россия";Россия;8;Матовая;Ректифицированная;"Для балкона;Для бани и сауны;Для ванной;Для гостиной;Для детской;Для душа;Для коридора/прихожей;Для кухни;Для офиса/кабинета;Для спальни";PEI 5 высокая интенсивная проходимость;Матовая;Под бетон;Прямоугольник
NR112;Керамогранит Primavera Alzirr Dark 60*60см 1,44м2;Керамогранит Primavera Alzirr Dark 60*60;3017;33000;https://cdn1.ozone.ru/s3/multimedia-m/6507634402.jpg;"https://cdn1.ozone.ru/s3/multimedia-j/6507634507.jpg
https://cdn1.ozone.ru/s3/multimedia-i/6507634470.jpg";PRIMAVERA;серый;Серый;60;60;5;1,44;60 x 60;Керамогранит;"Керамогранит Primavera Alzirr Dark 60*60см 1,44м2
Общие свойства керамогранита:
Высокая твердость поверхности 
Класс износостойкости PEI IV - подходит для средних и высоких нагрузок 
Стойкость к истиранию: Низкое водопоглощение Высокая морозостойкость Высокая химическая стойкость к большинству кислот и щелочей Высокая прочность на изгиб Стойкость при перепадах температур Подходит для стен и для пола

Особенности: Керамогранит Primavera Alzirr Dark 60*60см

Подходит для всех типов жилых помещений. Глазурованное покрытие дает сложный и богатый с художественной точки зрения рисунок. Ректифицированный керамогранит можно укладывать с минимальными швами и создавать монолитные поверхности, он эффектно смотрится и прост в уходе. Матовая поверхность плиты без отражений и блеска.
Страна производства Россия";Россия;8;Матовая;Ректифицированная;"Для балкона;Для бани и сауны;Для ванной;Для гостиной;Для детской;Для душа;Для коридора/прихожей;Для кухни;Для офиса/кабинета;Для спальни";PEI 5 высокая интенсивная проходимость;Матовая;Под бетон;Квадрат
NR109;Керамогранит Primavera Botein Mink 60*60см 1,44м2;Керамогранит Primavera Botein Mink 60*60;3017;33000;https://cdn1.ozone.ru/s3/multimedia-m/6507634546.jpg;"https://cdn1.ozone.ru/s3/multimedia-o/6507634656.jpg
https://cdn1.ozone.ru/s3/multimedia-9/6507634641.jpg
https://cdn1.ozone.ru/s3/multimedia-6/6507634386.jpg
https://cdn1.ozone.ru/s3/multimedia-z/6507634379.jpg
https://cdn1.ozone.ru/s3/multimedia-v/6507634519.jpg
https://cdn1.ozone.ru/s3/multimedia-f/6507634791.jpg
https://cdn1.ozone.ru/s3/multimedia-9/6507634497.jpg
https://cdn1.ozone.ru/s3/multimedia-h/6507634541.jpg
https://cdn1.ozone.ru/s3/multimedia-l/6507634581.jpg
https://cdn1.ozone.ru/s3/multimedia-1/6507634741.jpg
https://cdn1.ozone.ru/s3/multimedia-l/6507634689.jpg";PRIMAVERA;бежевый;Бежевый;60;60;5;1,44;60 x 60;Керамогранит;"Керамогранит Primavera  Botein Mink 60*60см 1,44м2
Общие свойства керамогранита:
Высокая твердость поверхности 
Класс износостойкости PEI IV - подходит для средних и высоких нагрузок 
Стойкость к истиранию: Низкое водопоглощение Высокая морозостойкость Высокая химическая стойкость к большинству кислот и щелочей Высокая прочность на изгиб Стойкость при перепадах температур Подходит для стен и для пола

Особенности: Керамогранит Primavera  Botein Mink 60*60см

Подходит для всех типов жилых помещений. Глазурованное покрытие дает сложный и богатый с художественной точки зрения рисунок. Ректифицированный керамогранит можно укладывать с минимальными швами и создавать монолитные поверхности, он эффектно смотрится и прост в уходе. Матовая поверхность плиты без отражений и блеска.
Страна производства Россия";Россия;8;Матовая;Ректифицированная;"Для балкона;Для бани и сауны;Для ванной;Для гостиной;Для детской;Для душа;Для коридора/прихожей;Для кухни;Для офиса/кабинета;Для спальни";PEI 5 высокая интенсивная проходимость;Матовая;Под мрамор;Квадрат
WD05;Керамогранит Branch White 20*80см 1,44м2;Керамогранит Branch White 20*80;2414;29000;https://cdn1.ozone.ru/s3/multimedia-t/6507634553.jpg;"https://cdn1.ozone.ru/s3/multimedia-w/6507634484.jpg
https://cdn1.ozone.ru/s3/multimedia-q/6507634622.jpg
https://cdn1.ozone.ru/s3/multimedia-7/6507634783.jpg
https://cdn1.ozone.ru/s3/multimedia-h/6507634721.jpg
https://cdn1.ozone.ru/s3/multimedia-g/6507634396.jpg
https://cdn1.ozone.ru/s3/multimedia-d/6507634753.jpg
https://cdn1.ozone.ru/s3/multimedia-f/6507634647.jpg
https://cdn1.ozone.ru/s3/multimedia-c/6507634752.jpg
https://cdn1.ozone.ru/s3/multimedia-6/6507634782.jpg";PRIMAVERA;белый;Белый;80;20;9;1,44;20 x 80;Керамогранит;"Керамогранит Primavera Branch White 20*80см 1,44м2
Общие свойства керамогранита:
Высокая твердость поверхности 
Класс износостойкости PEI IV - подходит для средних и высоких нагрузок 
Стойкость к истиранию: Низкое водопоглощение Высокая морозостойкость Высокая химическая стойкость к большинству кислот и щелочей Высокая прочность на изгиб Стойкость при перепадах температур Подходит для стен и для пола

Особенности: Керамогранит Primavera Branch White 20*80см

Подходит для всех типов жилых помещений. Глазурованное покрытие дает сложный и богатый с художественной точки зрения рисунок. Ректифицированный керамогранит можно укладывать с минимальными швами и создавать монолитные поверхности, он эффектно смотрится и прост в уходе. Матовая поверхность плиты без отражений и блеска.
Страна производства Россия";Россия;9;Матовая;Ректифицированная;"Для балкона;Для бани и сауны;Для ванной;Для гостиной;Для детской;Для душа;Для коридора/прихожей;Для кухни;Для офиса/кабинета;Для спальни";PEI 5 высокая интенсивная проходимость;Матовая;Под дерево;Прямоугольник
NR110;Керамогранит Primavera Botein Dark orobico 60*60см 1,44м2;Керамогранит Primavera Botein Dark orobico 60*60;3017;33000;https://cdn1.ozone.ru/s3/multimedia-e/6507634466.jpg;"https://cdn1.ozone.ru/s3/multimedia-c/6507634716.jpg
https://cdn1.ozone.ru/s3/multimedia-h/6507634469.jpg
https://cdn1.ozone.ru/s3/multimedia-e/6507634574.jpg
https://cdn1.ozone.ru/s3/multimedia-w/6507634772.jpg
https://cdn1.ozone.ru/s3/multimedia-a/6507634678.jpg
https://cdn1.ozone.ru/s3/multimedia-j/6507634543.jpg
https://cdn1.ozone.ru/s3/multimedia-4/6507634672.jpg
https://cdn1.ozone.ru/s3/multimedia-d/6507634573.jpg
https://cdn1.ozone.ru/s3/multimedia-8/6507634460.jpg
https://cdn1.ozone.ru/s3/multimedia-u/6507634626.jpg
https://cdn1.ozone.ru/s3/multimedia-p/6507634549.jpg";PRIMAVERA;коричневый;Коричневый;60;60;5;1,44;60 x 60;Керамогранит;"Керамогранит Primavera Botein Dark orobico 60*60см 1,44м2
Общие свойства керамогранита:
Высокая твердость поверхности 
Класс износостойкости PEI IV - подходит для средних и высоких нагрузок 
Стойкость к истиранию: Низкое водопоглощение Высокая морозостойкость Высокая химическая стойкость к большинству кислот и щелочей Высокая прочность на изгиб Стойкость при перепадах температур Подходит для стен и для пола

Особенности: Керамогранит Primavera Botein Dark orobico 60*60см

Подходит для всех типов жилых помещений. Глазурованное покрытие дает сложный и богатый с художественной точки зрения рисунок. Ректифицированный керамогранит можно укладывать с минимальными швами и создавать монолитные поверхности, он эффектно смотрится и прост в уходе. Матовая поверхность плиты без отражений и блеска.
Страна производства Россия";Россия;8;Матовая;Ректифицированная;"Для балкона;Для бани и сауны;Для ванной;Для гостиной;Для детской;Для душа;Для коридора/прихожей;Для кухни;Для офиса/кабинета;Для спальни";PEI 5 высокая интенсивная проходимость;Матовая;Под мрамор;Квадрат
